N,P,K,temperature,humidity,ph,rainfall,label
110.66,35.18,28.14,24.68,68.48,6.18,178.25,coffee
111.09,24.97,26.49,25.94,65.46,7.27,135.39,coffee
115.96,36.37,33.33,23.82,65.05,6.0,165.08,coffee
100.56,30.01,34.07,24.95,69.97,6.18,188.47,coffee
95.49,20.05,25.81,23.97,62.24,7.24,176.75,coffee
81.02,38.63,28.75,23.28,62.97,6.12,162.24,coffee
82.93,33.44,25.54,25.04,53.54,6.94,129.69,coffee
103.3,26.08,29.11,23.72,64.6,6.33,135.99,coffee
80.67,27.38,29.43,24.41,53.25,7.07,148.68,coffee
85.59,25.08,33.63,26.36,61.93,6.52,156.66,coffee
83.68,36.81,32.25,27.13,68.46,7.38,188.65,coffee
102.62,38.31,25.67,26.89,50.45,7.4,165.6,coffee
90.51,39.26,26.98,25.27,51.78,6.2,184.85,coffee
94.32,38.27,27.03,27.58,58.03,6.7,184.54,coffee
98.57,20.12,34.96,27.54,63.56,6.12,127.25,coffee
95.19,20.47,29.22,27.13,69.59,6.48,150.08,coffee
101.84,39.41,28.76,23.95,58.95,7.34,155.89,coffee
92.28,29.81,32.26,23.84,61.58,6.07,179.81,coffee
91.76,16.08,33.17,25.16,55.7,6.08,148.88,coffee
107.28,35.8,28.98,25.67,68.55,7.36,170.57,coffee
99.99,27.83,34.15,23.38,66.68,6.96,180.86,coffee
115.77,29.72,33.27,23.51,53.87,6.78,188.03,coffee
86.86,28.65,32.35,25.46,64.62,6.91,132.54,coffee
97.04,35.66,33.75,25.7,67.53,7.27,128.29,coffee
107.26,22.96,25.29,24.14,65.01,7.44,116.72,coffee
111.42,29.72,32.19,25.14,63.61,7.49,149.02,coffee
108.0,25.07,34.38,24.18,58.1,7.17,125.99,coffee
111.7,24.13,25.02,25.7,51.69,7.26,128.53,coffee
105.17,23.2,26.59,27.96,63.57,6.99,116.11,coffee
93.4,39.72,34.37,26.43,58.1,6.23,120.46,coffee
106.05,38.43,25.73,25.85,56.55,6.6,149.25,coffee
103.77,15.99,30.91,26.86,55.37,6.64,160.67,coffee
91.55,28.67,25.16,23.79,67.84,6.06,139.82,coffee
81.36,30.13,32.3,26.31,60.85,7.46,159.87,coffee
107.66,27.68,27.92,23.65,67.65,6.51,170.16,coffee
100.49,30.74,31.47,24.42,59.04,6.82,149.34,coffee
112.41,37.82,31.95,25.21,57.14,6.27,182.14,coffee
96.07,24.76,26.96,26.85,63.13,6.04,161.17,coffee
91.0,34.51,34.64,23.32,62.56,7.46,152.12,coffee
101.29,24.61,26.5,26.12,68.31,6.76,168.89,coffee
86.16,35.85,28.2,25.88,59.88,7.12,174.29,coffee
101.29,32.04,25.01,26.22,63.65,7.19,142.65,coffee
107.82,37.08,31.64,27.34,65.11,6.59,169.58,coffee
93.28,26.42,25.38,26.37,53.36,7.35,128.19,coffee
109.86,36.31,27.68,23.91,60.47,6.69,144.56,coffee
85.61,35.66,31.11,23.93,54.93,7.43,166.26,coffee
109.57,36.17,32.9,27.15,54.44,7.41,155.96,coffee
116.06,29.31,26.03,25.02,55.21,7.03,183.7,coffee
87.46,34.04,32.22,27.66,53.56,7.42,144.18,coffee
118.75,19.3,34.46,24.11,63.89,6.51,160.6,coffee
107.46,17.56,33.6,27.7,52.12,7.07,142.69,coffee
